timestamp,status,request_time
1524583988121,200,26
1524583988128,200,28
1524583988141,200,22
1524583988144,200,23
1524583988144,200,27
1524583988160,200,32
1524583988164,200,23
1524583988169,200,24
1524583988178,200,33
1524583988183,200,23
1524583988188,200,24
1524583988193,200,24
1524583988210,200,27
1524583988211,200,23
1524583988214,200,35
1524583988215,200,22
1524583988236,200,23
1524583988236,200,26
1524583988236,200,22
1524583988243,200,26
1524583988266,200,30
1524583988269,200,30
1524583988273,200,30
1524583988274,200,38
1524583988294,200,25
1524583988294,200,28
1524583988298,200,24
1524583988298,200,24
1524583988318,200,24
1524583988320,200,22
1524583988321,200,23
1524583988324,200,30
1524583988341,200,23
1524583988343,200,22
1524583988344,200,23
1524583988349,200,24
1524583988366,200,25
1524583988366,200,22
1524583988367,200,23
1524583988371,200,22
1524583988388,200,21
1524583988389,200,23
1524583988391,200,24
1524583988397,200,24
1524583988412,200,23
1524583988413,200,22
1524583988423,200,26
1524583988423,200,34
1524583988439,200,26
1524583988443,200,30
1524583988447,200,24
1524583988447,200,24
1524583988466,200,27
1524583988469,200,24
1524583988470,200,23
1524583988471,200,24
1524583988488,200,22
1524583988493,200,24
1524583988494,200,23
1524583988497,200,26
1524583988511,200,23
1524583988516,200,22
1524583988520,200,23
1524583988521,200,28
1524583988541,200,24
1524583988541,200,27
1524583988544,200,22
1524583988544,200,24
1524583988565,200,24
1524583988566,200,25
1524583988567,200,23
1524583988568,200,24
1524583988589,200,23
1524583988589,200,24
1524583988590,200,22
1524583988591,200,23
1524583988613,200,24
1524583988613,200,23
1524583988614,200,23
1524583988614,200,23
1524583988636,200,22
1524583988637,200,23
1524583988637,200,23
1524583988645,200,31
1524583988661,200,23
1524583988661,200,23
1524583988662,200,25
1524583988671,200,26
1524583988685,200,23
1524583988686,200,23
1524583988686,200,22
1524583988695,200,24
1524583988709,200,24
1524583988711,200,22
1524583988712,200,24
1524583988730,200,35
1524583988733,200,24
1524583988736,200,23
1524583988737,200,24
1524583988753,200,23
1524583988757,200,23
1524583988761,200,23
1524583988763,200,25
1524583988775,200,22
1524583988780,200,23
1524583988785,200,22
1524583988787,200,24
1524583988798,200,22
1524583988803,200,23
1524583988811,200,23
1524583988818,200,30
1524583988820,200,22
1524583988829,200,24
1524583988836,200,23
1524583988841,200,23
1524583988843,200,23
1524583988858,200,29
1524583988860,200,22
1524583988863,200,22
1524583988865,200,22
1524583988881,200,23
1524583988886,200,23
1524583988886,200,22
1524583988891,200,25
1524583988904,200,23
1524583988911,200,23
1524583988914,200,23
1524583988916,200,28
1524583988935,200,30
1524583988937,200,23
1524583988939,200,26
1524583988940,200,24
1524583988961,200,26
1524583988961,200,24
1524583988962,200,23
1524583988963,200,23
1524583988986,200,23
1524583988986,200,25
1524583988987,200,26
1524583988988,200,24
1524583989009,200,22
1524583989010,200,22
1524583989011,200,24
1524583989017,200,29
1524583989033,200,23
1524583989034,200,23
1524583989036,200,23
1524583989043,200,26
1524583989057,200,24
1524583989060,200,26
1524583989061,200,23
1524583989070,200,27
1524583989081,200,24
1524583989083,200,22
1524583989086,200,23
1524583989093,200,22
1524583989106,200,23
1524583989106,200,25
1524583989111,200,23
1524583989117,200,23
1524583989129,200,23
1524583989133,200,27
1524583989136,200,23
1524583989151,200,34
1524583989153,200,24
1524583989156,200,23
1524583989160,200,22
1524583989175,200,24
1524583989176,200,23
1524583989179,200,23
1524583989186,200,23
1524583989201,200,22
1524583989201,200,26
1524583989203,200,26
1524583989218,200,29
1524583989224,200,23
1524583989224,200,23
1524583989226,200,22
1524583989240,200,22
1524583989248,200,24
1524583989249,200,23
1524583989251,200,27
1524583989263,200,22
1524583989272,200,23
1524583989273,200,24
1524583989277,200,26
1524583989286,200,22
1524583989297,200,24
1524583989297,200,24
1524583989300,200,23
1524583989310,200,22
1524583989321,200,24
1524583989321,200,24
1524583989326,200,26
1524583989342,200,29
1524583989343,200,22
1524583989348,200,27
1524583989350,200,23
1524583989369,200,25
1524583989369,200,27
1524583989371,200,23
1524583989373,200,23
1524583989394,200,23
1524583989396,200,23
1524583989396,200,26
1524583989397,200,28
1524583989416,200,22
1524583989418,200,22
1524583989419,200,23
1524583989421,200,24
1524583989440,200,23
1524583989442,200,23
1524583989442,200,23
1524583989445,200,24
1524583989465,200,23
1524583989467,200,22
1524583989469,200,29
1524583989471,200,28
1524583989491,200,23
1524583989492,200,23
1524583989492,200,27
1524583989494,200,22
1524583989515,200,22
1524583989517,200,23
1524583989517,200,23
1524583989517,200,24
1524583989538,200,22
1524583989540,200,23
1524583989542,200,23
1524583989542,200,25
1524583989561,200,22
1524583989564,200,23
1524583989567,200,25
1524583989567,200,23
1524583989586,200,22
1524583989589,200,22
1524583989591,200,23
1524583989591,200,27
1524583989614,200,26
1524583989614,200,23
1524583989615,200,22
1524583989616,200,23
1524583989636,200,22
1524583989640,200,22
1524583989641,200,23
1524583989641,200,27
1524583989660,200,22
1524583989664,200,23
1524583989664,200,21
1524583989667,200,24
1524583989685,200,22
1524583989686,200,22
1524583989691,200,23
1524583989692,200,23
1524583989711,200,23
1524583989717,200,23
1524583989720,200,32
1524583989720,200,28
1524583989741,200,23
1524583989743,200,30
1524583989743,200,23
1524583989745,200,25
1524583989766,200,23
1524583989766,200,23
1524583989768,200,24
1524583989768,200,23
1524583989789,200,23
1524583989791,200,23
1524583989793,200,27
1524583989795,200,27
1524583989813,200,24
1524583989816,200,22
1524583989817,200,24
1524583989821,200,26
1524583989837,200,24
1524583989841,200,24
1524583989841,200,23
1524583989845,200,24
1524583989867,200,29
1524583989867,200,26
1524583989868,200,24
1524583989869,200,24
1524583989891,200,23
1524583989891,200,23
1524583989892,200,23
1524583989893,200,24
1524583989914,200,23
1524583989914,200,22
1524583989915,200,22
1524583989917,200,24
1524583989936,200,22
1524583989937,200,23
1524583989941,200,23
1524583989942,200,23
1524583989962,200,23
1524583989967,200,29
1524583989969,200,24
1524583989971,200,29
1524583989990,200,27
1524583989991,200,22
1524583989994,200,23
1524583989994,200,27
1524583990012,200,22
1524583990017,200,24
1524583990017,200,23
1524583990017,200,23
1524583990036,200,22
1524583990041,200,24
1524583990041,200,24
1524583990041,200,22
1524583990065,200,23
1524583990066,200,27
1524583990066,200,22
1524583990068,200,25
1524583990089,200,24
1524583990091,200,22
1524583990091,200,25
1524583990091,200,23
1524583990114,200,23
1524583990116,200,24
1524583990116,200,23
1524583990116,200,27
1524583990137,200,23
1524583990139,200,23
1524583990139,200,22
1524583990141,200,23
1524583990167,200,28
1524583990167,200,29
1524583990168,200,25
1524583990170,200,28
1524583990191,200,24
1524583990192,200,24
1524583990193,200,22
1524583990193,200,26
1524583990216,200,23
1524583990216,200,22
1524583990216,200,25
1524583990217,200,23
1524583990240,200,23
1524583990241,200,23
1524583990242,200,26
1524583990245,200,28
1524583990264,200,22
1524583990265,200,23
1524583990267,200,24
1524583990269,200,24
1524583990288,200,23
1524583990293,200,26
1524583990293,200,24
1524583990293,200,24
1524583990312,200,24
1524583990317,200,24
1524583990317,200,24
1524583990317,200,24
1524583990341,200,24
1524583990341,200,24
1524583990341,200,28
1524583990341,200,22
1524583990364,200,23
1524583990364,200,23
1524583990364,200,22
1524583990366,200,23
1524583990388,200,23
1524583990389,200,24
1524583990391,200,23
1524583990392,200,23
1524583990413,200,24
1524583990413,200,24
1524583990415,200,23
1524583990416,200,23
1524583990437,200,24
1524583990437,200,23
1524583990440,200,23
1524583990441,200,23
1524583990461,200,23
1524583990462,200,24
1524583990466,200,23
1524583990469,200,26
1524583990486,200,23
1524583990486,200,23
1524583990492,200,24
1524583990499,200,30
1524583990510,200,22
1524583990511,200,23
1524583990515,200,22
1524583990523,200,24
1524583990535,200,22
1524583990535,200,22
1524583990542,200,23
1524583990546,200,23
1524583990563,200,25
1524583990569,200,31
1524583990569,200,23
1524583990570,200,25
1524583990588,200,25
1524583990593,200,23
1524583990593,200,23
1524583990596,200,26
1524583990612,200,24
1524583990617,200,24
1524583990626,200,33
1524583990642,200,29
1524583990643,200,47
1524583990643,200,26
1524583990659,200,32
1524583990667,200,24
1524583990667,200,23
1524583990668,200,25
1524583990692,200,25
1524583990692,200,33
1524583990693,200,25
1524583990715,200,23
1524583990715,200,48
1524583990717,200,25
1524583990718,200,25
1524583990738,200,23
1524583990743,200,28
1524583990743,200,26
1524583990746,200,27
1524583990765,200,22
1524583990770,200,32
1524583990770,200,27
1524583990775,200,28
1524583990788,200,23
1524583990792,200,22
1524583990793,200,23
1524583990797,200,22
1524583990811,200,23
1524583990815,200,23
1524583990816,200,23
1524583990826,200,28
1524583990836,200,23
1524583990839,200,23
1524583990843,200,28
1524583990848,200,22
1524583990861,200,23
1524583990866,200,27
1524583990867,200,24
1524583990870,200,21
1524583990888,200,22
1524583990891,200,28
1524583990892,200,25
1524583990894,200,23
1524583990913,200,24
1524583990915,200,23
1524583990915,200,23
1524583990916,200,22
1524583990936,200,23
1524583990939,200,22
1524583990940,200,25
1524583990941,200,25
1524583990965,200,24
1524583990965,200,24
1524583990965,200,24
1524583990965,200,29
1524583990988,200,23
1524583990988,200,23
1524583990988,200,23
1524583990989,200,24
1524583991010,200,22
1524583991011,200,22
1524583991012,200,23
1524583991013,200,25
1524583991037,200,26
1524583991037,200,24
1524583991037,200,24
1524583991037,200,24
1524583991060,200,23
1524583991060,200,23
1524583991060,200,23
1524583991061,200,23
1524583991084,200,23
1524583991084,200,24
1524583991084,200,24
1524583991087,200,23
1524583991109,200,24
1524583991109,200,24
1524583991110,200,22
1524583991111,200,26
1524583991132,200,23
1524583991133,200,24
1524583991134,200,23
1524583991137,200,23
1524583991156,200,23
1524583991156,200,23
1524583991157,200,22
1524583991160,200,22
1524583991180,200,24
1524583991180,200,23
1524583991184,200,28
1524583991187,200,23
1524583991204,200,23
1524583991208,200,23
1524583991208,200,27
1524583991211,200,23
1524583991227,200,23
1524583991230,200,22
1524583991231,200,23
1524583991235,200,22
1524583991250,200,23
1524583991254,200,23
1524583991257,200,27
1524583991263,200,24
1524583991273,200,23
1524583991278,200,24
1524583991280,200,23
1524583991289,200,24
1524583991295,200,22
1524583991301,200,23
1524583991303,200,23
1524583991313,200,24
1524583991317,200,22
1524583991325,200,24
1524583991326,200,23
1524583991337,200,24
1524583991341,200,23
1524583991351,200,25
1524583991353,200,28
1524583991366,200,23
1524583991366,200,28
1524583991373,200,22
1524583991376,200,23
1524583991395,200,27
1524583991395,200,29
1524583991399,200,23
1524583991399,200,25
1524583991419,200,24
1524583991419,200,24
1524583991422,200,22
1524583991422,200,23
1524583991442,200,23
1524583991445,200,24
1524583991445,200,23
1524583991445,200,23
1524583991469,200,26
1524583991469,200,24
1524583991469,200,24
1524583991469,200,24
1524583991493,200,24
1524583991493,200,24
1524583991493,200,24
1524583991493,200,24
1524583991517,200,24
1524583991517,200,24
1524583991517,200,23
1524583991517,200,24
1524583991541,200,24
1524583991541,200,24
1524583991541,200,24
1524583991541,200,23
1524583991564,200,23
1524583991564,200,23
1524583991564,200,22
1524583991566,200,23
1524583991587,200,23
1524583991591,200,23
1524583991591,200,24
1524583991591,200,27
1524583991613,200,24
1524583991614,200,23
1524583991616,200,24
1524583991616,200,23
1524583991636,200,23
1524583991637,200,23
1524583991641,200,23
1524583991642,200,23
1524583991661,200,22
1524583991661,200,23
1524583991665,200,23
1524583991667,200,23
1524583991685,200,22
1524583991691,200,23
1524583991692,200,29
1524583991697,200,30
1524583991715,200,23
1524583991718,200,30
1524583991718,200,25
1524583991720,200,23
1524583991738,200,23
1524583991741,200,23
1524583991741,200,23
1524583991743,200,22
1524583991762,200,23
1524583991764,200,23
1524583991766,200,23
1524583991767,200,22
1524583991785,200,22
1524583991786,200,22
1524583991793,200,24
1524583991793,200,24
1524583991810,200,22
1524583991811,200,23
1524583991817,200,24
1524583991817,200,24
1524583991836,200,23
1524583991836,200,23
1524583991841,200,24
1524583991842,200,23
1524583991861,200,23
1524583991861,200,23
1524583991865,200,23
1524583991866,200,22
1524583991887,200,24
1524583991888,200,25
1524583991891,200,23
1524583991891,200,23
1524583991911,200,22
1524583991916,200,27
1524583991915,200,23
1524583991916,200,22
1524583991937,200,24
1524583991939,200,23
1524583991940,200,23
1524583991941,200,23
1524583991961,200,23
1524583991962,200,23
1524583991966,200,23
1524583991982,200,39
1524583991985,200,22
1524583991985,200,22
1524583991991,200,24
1524583992011,200,28
1524583992011,200,22
1524583992012,200,24
1524583992015,200,23
1524583992033,200,22
1524583992035,200,23
1524583992036,200,23
1524583992041,200,24
1524583992056,200,23
1524583992060,200,22
1524583992060,200,22
1524583992064,200,22
1524583992079,200,22
1524583992086,200,23
1524583992087,200,23
1524583992091,200,22
1524583992103,200,24
1524583992110,200,22
1524583992111,200,22
1524583992115,200,22
1524583992127,200,24
1524583992135,200,22
1524583992141,200,23
1524583992151,200,38
1524583992151,200,24
1524583992160,200,22
1524583992165,200,23
1524583992175,200,24
1524583992175,200,24
1524583992186,200,23
1524583992190,200,23
1524583992198,200,23
1524583992201,200,26
1524583992213,200,25
1524583992215,200,23
1524583992221,200,23
1524583992224,200,23
1524583992236,200,23
1524583992240,200,23
1524583992244,200,23
1524583992247,200,22
1524583992261,200,23
1524583992265,200,22
1524583992268,200,24
1524583992273,200,26
1524583992286,200,23
1524583992291,200,23
1524583992291,200,23
1524583992295,200,22
1524583992310,200,22
1524583992316,200,24
1524583992316,200,23
1524583992319,200,24
1524583992336,200,23
1524583992339,200,22
1524583992343,200,24
1524583992345,200,26
1524583992361,200,23
1524583992365,200,23
1524583992367,200,24
1524583992369,200,24
1524583992386,200,23
1524583992391,200,24
1524583992392,200,23
1524583992393,200,24
1524583992410,200,22
1524583992417,200,24
1524583992417,200,25
1524583992417,200,23
1524583992436,200,23
1524583992441,200,24
1524583992441,200,24
1524583992441,200,23
1524583992460,200,22
1524583992464,200,22
1524583992468,200,27
1524583992469,200,25
1524583992491,200,23
1524583992491,200,28
1524583992491,200,22
1524583992496,200,28
1524583992518,200,27
1524583992518,200,27
1524583992518,200,22
1524583992519,200,23
1524583992541,200,23
1524583992541,200,23
1524583992542,200,23
1524583992542,200,23
1524583992564,200,23
1524583992564,200,23
1524583992565,200,23
1524583992567,200,23
1524583992587,200,23
1524583992587,200,23
1524583992589,200,22
1524583992591,200,23
1524583992610,200,22
1524583992613,200,25
1524583992615,200,22
1524583992616,200,23
1524583992635,200,22
1524583992636,200,23
1524583992640,200,23
1524583992641,200,23
1524583992660,200,22
1524583992661,200,23
1524583992665,200,23
1524583992667,200,24
1524583992685,200,22
1524583992685,200,22
1524583992691,200,24
1524583992691,200,22
1524583992710,200,22
1524583992711,200,23
1524583992716,200,23
1524583992716,200,24
1524583992735,200,22
1524583992736,200,23
1524583992740,200,22
1524583992742,200,24
1524583992760,200,22
1524583992760,200,22
1524583992766,200,23
1524583992766,200,23
1524583992785,200,22
1524583992787,200,23
1524583992790,200,22
1524583992792,200,23
1524583992812,200,23
1524583992812,200,23
1524583992817,200,24
1524583992817,200,24
1524583992835,200,22
1524583992835,200,22
1524583992840,200,23
1524583992842,200,23
1524583992860,200,22
1524583992861,200,23
1524583992864,200,22
1524583992866,200,23
1524583992886,200,23
1524583992886,200,23
1524583992890,200,22
1524583992892,200,23
1524583992910,200,22
1524583992915,200,27
1524583992915,200,22
1524583992923,200,29
1524583992938,200,23
1524583992940,200,27
1524583992942,200,25
1524583992946,200,23
1524583992962,200,24
1524583992963,200,23
1524583992966,200,23
1524583992973,200,27
1524583992985,200,22
1524583992985,200,22
1524583992991,200,23
1524583993002,200,28
1524583993010,200,22
1524583993011,200,22
1524583993015,200,22
1524583993025,200,23
1524583993035,200,22
1524583993041,200,24
1524583993043,200,30
1524583993048,200,23
1524583993060,200,22
1524583993065,200,23
1524583993066,200,23
1524583993071,200,23
1524583993087,200,22
1524583993088,200,22
1524583993090,200,22
1524583993094,200,23
1524583993111,200,23
1524583993111,200,23
1524583993115,200,22
1524583993117,200,23
1524583993135,200,22
1524583993137,200,24
1524583993139,200,22
1524583993141,200,23
1524583993160,200,22
1524583993161,200,23
1524583993166,200,24
1524583993167,200,23
1524583993185,200,22
1524583993186,200,23
1524583993192,200,25
1524583993193,200,24
1524583993212,200,23
1524583993214,200,22
1524583993215,200,27
1524583993216,200,23
1524583993237,200,24
1524583993238,200,23
1524583993241,200,23
1524583993247,200,29
1524583993260,200,22
1524583993262,200,24
1524583993271,200,24
1524583993275,200,30
1524583993286,200,23
1524583993291,200,27
1524583993296,200,24
1524583993298,200,23
1524583993311,200,23
1524583993315,200,24
1524583993319,200,23
1524583993321,200,23
1524583993335,200,22
1524583993339,200,24
1524583993342,200,23
1524583993344,200,23
1524583993361,200,23
1524583993363,200,24
1524583993365,200,23
1524583993367,200,23
1524583993387,200,24
1524583993389,200,26
1524583993391,200,23
1524583993393,200,26
1524583993413,200,24
1524583993416,200,22
1524583993416,200,27
1524583993422,200,29
1524583993439,200,23
1524583993441,200,24
1524583993442,200,29
1524583993445,200,23
1524583993462,200,23
1524583993465,200,23
1524583993466,200,23
1524583993473,200,28
1524583993489,200,24
1524583993490,200,26
1524583993490,200,23
1524583993505,200,32
1524583993512,200,23
1524583993513,200,23
1524583993515,200,23
1524583993528,200,23
1524583993536,200,23
1524583993540,200,27
1524583993540,200,23
1524583993555,200,27
1524583993561,200,23
1524583993563,200,23
1524583993566,200,23
1524583993578,200,23
1524583993585,200,22
1524583993586,200,22
1524583993592,200,24
1524583993601,200,23
1524583993611,200,23
1524583993614,200,22
1524583993615,200,27
1524583993624,200,23
1524583993637,200,24
1524583993639,200,24
1524583993641,200,23
1524583993646,200,22
1524583993660,200,22
1524583993663,200,24
1524583993664,200,22
1524583993669,200,23
1524583993686,200,23
1524583993686,200,23
1524583993691,200,22
1524583993691,200,23
1524583993711,200,23
1524583993711,200,23
1524583993715,200,23
1524583993716,200,23
1524583993736,200,23
1524583993737,200,24
1524583993740,200,23
1524583993741,200,23
1524583993761,200,23
1524583993761,200,23
1524583993765,200,23
1524583993767,200,23
1524583993785,200,22
1524583993786,200,23
1524583993789,200,22
1524583993792,200,23
1524583993810,200,22
1524583993811,200,23
1524583993816,200,23
1524583993816,200,23
1524583993836,200,23
1524583993836,200,22
1524583993839,200,22
1524583993841,200,23
1524583993860,200,22
1524583993861,200,23
1524583993865,200,23
1524583993867,200,24
1524583993885,200,22
1524583993886,200,23
1524583993890,200,23
1524583993891,200,22
1524583993910,200,22
1524583993911,200,23
1524583993917,200,24
1524583993919,200,25
1524583993935,200,22
1524583993936,200,23
1524583993941,200,24
1524583993942,200,23
1524583993960,200,22
1524583993961,200,23
1524583993964,200,22
1524583993967,200,24
1524583993986,200,23
1524583993987,200,24
1524583993992,200,24
1524583993993,200,24
1524583994011,200,23
1524583994011,200,23
1524583994014,200,22
1524583994016,200,23
1524583994036,200,23
1524583994038,200,25
1524583994040,200,22
1524583994041,200,23
1524583994060,200,22
1524583994061,200,23
1524583994065,200,22
1524583994066,200,23
1524583994085,200,22
1524583994086,200,23
1524583994091,200,23
1524583994092,200,23
1524583994111,200,23
1524583994114,200,22
1524583994115,200,27
1524583994116,200,23
1524583994136,200,23
1524583994138,200,23
1524583994140,200,23
1524583994141,200,23
1524583994160,200,22
1524583994161,200,22
1524583994165,200,23
1524583994167,200,23
1524583994186,200,23
1524583994186,200,23
1524583994192,200,24
1524583994197,200,30
1524583994211,200,23
1524583994212,200,24
1524583994220,200,23
1524583994222,200,29
1524583994235,200,22
1524583994236,200,23
1524583994244,200,24
1524583994245,200,23
1524583994261,200,23
1524583994261,200,23
1524583994266,200,22
1524583994267,200,22
1524583994286,200,23
1524583994286,200,23
1524583994291,200,23
1524583994292,200,23
1524583994312,200,23
1524583994313,200,24
1524583994315,200,23
1524583994316,200,23
1524583994336,200,22
1524583994340,200,23
1524583994341,200,28
1524583994341,200,23
1524583994362,200,24
1524583994363,200,22
1524583994364,200,22
1524583994366,200,23
1524583994385,200,22
1524583994387,200,23
1524583994390,200,22
1524583994391,200,23
1524583994410,200,22
1524583994411,200,23
1524583994414,200,22
1524583994416,200,23
1524583994436,200,23
1524583994436,200,22
1524583994441,200,23
1524583994444,200,25
1524583994462,200,24
1524583994465,200,27
1524583994467,200,23
1524583994469,200,27
1524583994486,200,23
1524583994488,200,23
1524583994492,200,23
1524583994494,200,25
1524583994510,200,22
1524583994511,200,23
1524583994516,200,24
1524583994517,200,22
1524583994536,200,23
1524583994536,200,23
1524583994541,200,24
1524583994541,200,23
1524583994561,200,23
1524583994561,200,23
1524583994566,200,24
1524583994566,200,22
1524583994586,200,23
1524583994587,200,24
1524583994589,200,22
1524583994591,200,22
1524583994612,200,23
1524583994613,200,24
1524583994614,200,22
1524583994616,200,23
1524583994635,200,22
1524583994637,200,23
1524583994644,200,27
1524583994645,200,23
1524583994661,200,23
1524583994661,200,23
1524583994667,200,22
1524583994668,200,23
1524583994690,200,27
1524583994690,200,27
1524583994691,200,23
1524583994692,200,24
1524583994712,200,22
1524583994713,200,23
1524583994715,200,23
1524583994717,200,23
1524583994735,200,22
1524583994736,200,23
1524583994740,200,23
1524583994741,200,23
1524583994760,200,22
1524583994762,200,24
1524583994765,200,23
1524583994766,200,23
1524583994787,200,24
1524583994787,200,23
1524583994791,200,22
1524583994793,200,24
1524583994810,200,22
1524583994811,200,23
1524583994815,200,22
1524583994819,200,25
1524583994836,200,23
1524583994836,200,23
1524583994840,200,23
1524583994841,200,22
1524583994861,200,23
1524583994866,200,23
1524583994866,200,28
1524583994868,200,26
1524583994889,200,23
1524583994890,200,27
1524583994891,200,22
1524583994891,200,23
1524583994913,200,24
1524583994913,200,22
1524583994915,200,23
1524583994916,200,23
1524583994937,200,24
1524583994937,200,24
1524583994940,200,23
1524583994956,200,38
1524583994961,200,23
1524583994961,200,23
1524583994964,200,22
1524583994979,200,23
1524583994985,200,22
1524583994986,200,22
1524583994990,200,22
1524583995002,200,23
1524583995016,200,23
1524583995016,200,28
1524583995019,200,31
1524583995025,200,23
1524583995038,200,22
1524583995040,200,23
1524583995042,200,23
1524583995055,200,30
1524583995060,200,21
1524583995064,200,21
1524583995078,200,36
1524583995078,200,23
1524583995086,200,23
1524583995095,200,30
1524583995101,200,23
1524583995105,200,27
1524583995114,200,26
1524583995122,200,27
1524583995124,200,23
1524583995129,200,24
1524583995137,200,23
1524583995146,200,24
1524583995147,200,22
1524583995153,200,24
1524583995162,200,23
1524583995170,200,22
1524583995171,200,25
1524583995179,200,26
1524583995186,200,23
1524583995194,200,23
1524583995195,200,25
1524583995207,200,28
1524583995211,200,22
1524583995217,200,22
1524583995221,200,27
1524583995235,200,28
1524583995235,200,23
1524583995242,200,23
1524583995244,200,23
1524583995258,200,23
1524583995261,200,23
1524583995265,200,22
1524583995267,200,22
1524583995281,200,23
1524583995285,200,22
1524583995291,200,22
1524583995297,200,29
1524583995305,200,24
1524583995310,200,22
1524583995317,200,23
1524583995319,200,22
1524583995328,200,22
1524583995335,200,22
1524583995341,200,23
1524583995345,200,24
1524583995351,200,23
1524583995360,200,22
